"id";"campaign_id";"coupon_id";"redemption_status";"customer_id";"age_range";"marital_status";"rented";"family_size";"no_of_children";"income_bracket"
116341;2;583;0;1449;"46-55";"Single";1;4;"2";3
116346;8;759;0;0;"";"";0;0;"";0
116348;8;792;0;1141;"70+";"Married";0;2;"";6
116350;10;15;0;186;"26-35";"";0;2;"";4
116351;10;431;0;793;"46-55";"";0;2;"1";5
116352;10;934;0;0;"";"";0;0;"";0
116355;8;8;0;0;"";"";0;0;"";0
116356;8;292;0;0;"";"";0;0;"";0
116358;8;490;0;0;"";"";0;0;"";0
116359;13;27;0;1388;"46-55";"Married";0;2;"";5
116360;13;723;0;0;"";"";0;0;"";0
116362;13;465;0;0;"";"";0;0;"";0
116363;13;135;0;400;"46-55";"";0;1;"";5
116365;9;575;0;797;"46-55";"";0;1;"";6
116367;26;973;0;0;"";"";0;0;"";0
116368;12;109;0;0;"";"";0;0;"";0
116370;13;987;0;0;"";"";0;0;"";0
116372;13;485;0;239;"36-45";"Married";0;3;"1";6
116374;26;876;0;269;"46-55";"";0;1;"";7
116377;11;795;0;1464;"18-25";"";0;1;"";1
116378;12;572;0;508;"18-25";"";0;2;"";6
116379;30;668;0;0;"";"";0;0;"";0
116380;12;466;0;0;"";"";0;0;"";0
116381;8;490;0;0;"";"";0;0;"";0
116382;8;50;0;0;"";"";0;0;"";0
116383;13;516;0;0;"";"";0;0;"";0
116384;13;129;0;0;"";"";0;0;"";0
116386;12;572;0;0;"";"";0;0;"";0
116387;13;117;0;1263;"46-55";"Married";1;2;"";3
116390;28;1041;0;0;"";"";0;0;"";0
116391;30;616;0;626;"36-45";"Single";0;2;"1";4
116392;8;45;0;0;"";"";0;0;"";0
116393;8;744;0;0;"";"";0;0;"";0
116395;8;598;0;0;"";"";0;0;"";0
116398;13;504;0;0;"";"";0;0;"";0
116400;13;610;0;572;"36-45";"Married";0;2;"";4
116401;13;22;0;0;"";"";0;0;"";0
116402;10;15;0;1121;"18-25";"Married";0;3;"1";5
116403;30;391;0;0;"";"";0;0;"";0
116404;13;644;0;0;"";"";0;0;"";0
116408;30;331;0;0;"";"";0;0;"";0
116409;13;167;0;0;"";"";0;0;"";0
116410;26;754;0;436;"70+";"Married";0;2;"";8
116411;13;24;0;0;"";"";0;0;"";0
116414;8;624;0;0;"";"";0;0;"";0
116415;29;1081;0;0;"";"";0;0;"";0
116416;8;700;0;0;"";"";0;0;"";0
116418;7;17;0;0;"";"";0;0;"";0
116419;8;1063;0;0;"";"";0;0;"";0
116420;5;893;0;0;"";"";0;0;"";0
116421;2;981;0;1450;"36-45";"Single";1;1;"";4
116422;8;96;0;1239;"36-45";"Single";1;1;"";6
116423;8;73;0;0;"";"";0;0;"";0
116424;13;673;0;792;"36-45";"Married";0;2;"";4
116425;8;83;0;0;"";"";0;0;"";0
116426;13;138;0;235;"56-70";"Married";0;2;"";5
116428;8;276;0;72;"26-35";"Single";0;3;"2";1
116429;8;99;0;0;"";"";0;0;"";0
116431;13;719;0;0;"";"";0;0;"";0
116433;9;575;0;0;"";"";0;0;"";0
116438;13;512;0;0;"";"";0;0;"";0
116439;30;474;0;0;"";"";0;0;"";0
116440;26;473;0;0;"";"";0;0;"";0
116443;30;1015;0;0;"";"";0;0;"";0
116444;8;278;0;271;"36-45";"";0;3;"1";4
116446;8;661;1;1046;"46-55";"Married";0;2;"";6
116447;13;1070;0;0;"";"";0;0;"";0
116448;8;722;0;1295;"36-45";"Married";0;2;"";4
116449;13;153;0;395;"36-45";"Married";0;4;"2";2
116450;7;641;0;0;"";"";0;0;"";0
116451;26;322;0;0;"";"";0;0;"";0
116452;3;826;0;0;"";"";0;0;"";0
116453;28;750;0;0;"";"";0;0;"";0
116458;8;61;0;1109;"36-45";"Married";0;2;"";6
116459;11;795;0;1451;"36-45";"";0;2;"";8
116460;13;601;0;0;"";"";0;0;"";0
116461;8;616;0;970;"46-55";"Married";0;2;"";4
116462;8;93;0;0;"";"";0;0;"";0
116463;29;1081;0;0;"";"";0;0;"";0
116465;11;795;0;0;"";"";0;0;"";0
116466;8;80;0;0;"";"";0;0;"";0
116468;13;1108;0;0;"";"";0;0;"";0
116469;10;431;0;0;"";"";0;0;"";0
116470;8;658;0;0;"";"";0;0;"";0
116471;8;501;0;0;"";"";0;0;"";0
116474;13;117;0;1242;"46-55";"";0;3;"1";9
116477;9;18;0;0;"";"";0;0;"";0
116478;13;1070;0;231;"46-55";"";0;1;"";5
116479;13;454;0;0;"";"";0;0;"";0
116482;8;744;0;75;"26-35";"";0;1;"";4
116483;9;989;0;474;"56-70";"Married";0;4;"2";6
116485;8;86;0;0;"";"";0;0;"";0
116486;26;334;0;0;"";"";0;0;"";0
116488;26;1013;0;0;"";"";0;0;"";0
116489;2;673;0;0;"";"";0;0;"";0
116491;12;779;0;1356;"26-35";"Married";0;3;"1";6
116494;8;920;0;1534;"36-45";"Married";0;3;"1";5
116495;8;87;0;0;"";"";0;0;"";0
116496;8;60;0;1058;"46-55";"Married";0;3;"1";5
116497;13;154;0;74;"26-35";"Married";0;2;"";2
116498;13;480;0;0;"";"";0;0;"";0
116499;26;466;0;0;"";"";0;0;"";0
116501;4;791;0;0;"";"";0;0;"";0
116503;8;1015;0;959;"46-55";"";0;1;"";5
116507;13;485;0;0;"";"";0;0;"";0
116509;30;914;0;776;"46-55";"";0;1;"";2
116511;8;51;0;0;"";"";0;0;"";0
116512;11;759;0;1392;"36-45";"";0;3;"2";5
116516;13;653;0;179;"46-55";"";0;1;"";4
116519;26;1072;0;0;"";"";0;0;"";0
116521;26;357;0;1192;"70+";"";0;1;"";2
116523;5;893;0;572;"36-45";"Married";0;2;"";4
116527;13;771;0;0;"";"";0;0;"";0
116529;13;159;0;226;"46-55";"";0;1;"";5
116530;29;696;0;637;"46-55";"";0;1;"";6
116532;8;94;0;0;"";"";0;0;"";0
116534;10;279;0;510;"26-35";"";0;2;"1";1
116535;29;1040;0;0;"";"";0;0;"";0
116537;8;532;0;0;"";"";0;0;"";0
116538;30;1076;0;0;"";"";0;0;"";0
116539;13;168;0;0;"";"";0;0;"";0
116541;30;1003;0;0;"";"";0;0;"";0
116542;9;635;0;466;"36-45";"Married";0;2;"";5
116543;13;124;0;461;"56-70";"";0;3;"1";2
116544;8;616;0;1367;"36-45";"";0;1;"";5
116545;8;86;0;793;"46-55";"";0;2;"1";5
116546;30;857;0;937;"70+";"Married";0;2;"";2
116547;30;314;0;0;"";"";0;0;"";0
116548;8;69;0;271;"36-45";"";0;3;"1";4
116549;28;378;0;1332;"36-45";"Married";0;2;"";8
116550;8;807;0;163;"26-35";"";0;3;"2";3
116554;13;763;0;0;"";"";0;0;"";0
116555;30;858;0;0;"";"";0;0;"";0
116557;9;520;0;0;"";"";0;0;"";0
116560;8;465;0;1068;"46-55";"";0;2;"";2
116561;26;410;0;0;"";"";0;0;"";0
116563;8;257;0;0;"";"";0;0;"";0
116566;8;1049;0;0;"";"";0;0;"";0
116568;13;132;0;0;"";"";0;0;"";0
116570;8;658;0;0;"";"";0;0;"";0
116572;30;1015;0;427;"56-70";"Married";0;3;"1";4
116578;8;96;0;551;"46-55";"";0;1;"";6
116579;8;709;0;0;"";"";0;0;"";0
116580;13;468;0;1263;"46-55";"Married";1;2;"";3
116581;7;1102;0;1458;"46-55";"Married";0;3;"1";6
116582;12;1075;0;1408;"26-35";"Single";0;1;"";9
116584;8;12;0;520;"36-45";"Married";0;2;"";6
116585;8;256;0;0;"";"";0;0;"";0
116587;8;54;0;930;"18-25";"";0;1;"";1
116589;10;431;0;686;"26-35";"";0;2;"";4
116590;30;965;0;1064;"36-45";"Married";0;2;"";9
116592;30;576;0;687;"36-45";"";0;2;"";5
116594;9;896;0;0;"";"";0;0;"";0
116596;26;350;0;0;"";"";0;0;"";0
116600;8;465;0;0;"";"";0;0;"";0
116602;13;163;0;0;"";"";0;0;"";0
116604;8;72;0;444;"46-55";"";0;2;"";2
116605;30;1067;0;0;"";"";0;0;"";0
116606;13;504;0;1115;"46-55";"";0;2;"";3
116607;8;812;0;1551;"46-55";"Single";0;1;"";5
116608;13;483;0;15;"46-55";"Married";0;2;"";6
116609;13;118;0;912;"70+";"Married";0;2;"";6
116610;13;778;0;1300;"18-25";"";0;1;"";5
116612;13;723;0;0;"";"";0;0;"";0
116616;13;26;0;1409;"70+";"Married";0;2;"";1
116617;8;694;0;0;"";"";0;0;"";0
116620;7;392;0;561;"36-45";"Married";0;2;"";4
116621;29;873;0;460;"70+";"Married";0;2;"";5
116622;8;75;0;755;"36-45";"Married";0;2;"";5
116623;12;572;0;1036;"36-45";"";0;2;"";9
116625;26;754;0;0;"";"";0;0;"";0
116626;13;1045;0;878;"70+";"Married";0;2;"";8
116627;8;610;0;0;"";"";0;0;"";0
116630;13;954;0;0;"";"";0;0;"";0
116631;13;386;0;0;"";"";0;0;"";0
116632;26;1011;0;1299;"56-70";"Married";0;2;"";6
116633;13;756;0;1303;"56-70";"Married";0;2;"";5
116635;8;1017;0;161;"46-55";"";0;1;"";1
116636;8;501;0;0;"";"";0;0;"";0
116637;13;27;0;0;"";"";0;0;"";0
116638;8;88;0;0;"";"";0;0;"";0
116640;13;1070;0;0;"";"";0;0;"";0
116641;30;324;0;776;"46-55";"";0;1;"";2
116642;13;530;0;1580;"26-35";"";0;2;"";5
116643;30;961;0;0;"";"";0;0;"";0
116644;13;111;0;677;"36-45";"";0;1;"";5
116645;4;935;0;544;"56-70";"Single";0;1;"";4
116647;8;979;0;386;"36-45";"Married";0;4;"2";7
116648;30;1024;0;776;"46-55";"";0;1;"";2
116649;12;492;0;0;"";"";0;0;"";0
116650;8;755;0;0;"";"";0;0;"";0
116651;13;26;0;1388;"46-55";"Married";0;2;"";5
116653;4;459;0;66;"46-55";"";0;1;"";6
116654;13;1027;0;1192;"70+";"";0;1;"";2
116657;13;1032;0;0;"";"";0;0;"";0
116658;8;1049;0;0;"";"";0;0;"";0
116659;29;715;0;0;"";"";0;0;"";0
116660;8;511;0;0;"";"";0;0;"";0
116662;8;257;0;622;"36-45";"Married";0;4;"2";5
116663;12;783;0;1257;"46-55";"";0;1;"";5
116664;30;360;0;0;"";"";0;0;"";0
116665;5;663;0;389;"26-35";"Married";0;4;"2";6
116666;8;700;0;0;"";"";0;0;"";0
116667;13;485;0;1318;"46-55";"Married";0;2;"";3
116668;13;162;0;427;"56-70";"Married";0;3;"1";4
116669;8;983;0;0;"";"";0;0;"";0
116670;13;168;0;279;"18-25";"";0;1;"";3
116672;8;78;0;1252;"26-35";"Single";0;3;"2";3
116673;13;786;0;823;"36-45";"";1;4;"2";2
116674;13;1028;0;0;"";"";0;0;"";0
116675;13;723;0;131;"46-55";"";0;2;"";5
116677;13;603;0;498;"46-55";"Married";0;2;"";9
116678;8;711;0;0;"";"";0;0;"";0
116679;12;572;0;0;"";"";0;0;"";0
116681;29;868;0;0;"";"";0;0;"";0
116682;8;383;0;1356;"26-35";"Married";0;3;"1";6
116683;26;925;0;0;"";"";0;0;"";0
116686;30;297;0;0;"";"";0;0;"";0
116687;11;759;0;239;"36-45";"Married";0;3;"1";6
116689;9;535;0;0;"";"";0;0;"";0
116691;30;1036;0;0;"";"";0;0;"";0
116692;8;808;0;1295;"36-45";"Married";0;2;"";4
116697;26;319;0;294;"18-25";"Single";0;2;"";5
116698;8;722;0;0;"";"";0;0;"";0
116699;13;940;0;0;"";"";0;0;"";0
116701;8;1085;0;0;"";"";0;0;"";0
116702;10;279;0;1305;"46-55";"";0;1;"";5
116703;30;382;0;1402;"18-25";"Single";0;1;"";12
116704;7;17;0;550;"36-45";"";0;1;"";2
116705;13;586;0;1392;"36-45";"";0;3;"2";5
116706;8;78;0;742;"46-55";"";0;2;"";2
116709;30;786;0;0;"";"";0;0;"";0
116710;13;1025;0;967;"36-45";"";0;1;"";5
116711;8;741;0;0;"";"";0;0;"";0
116713;8;465;0;1558;"36-45";"Married";0;3;"1";6
116714;13;881;0;630;"26-35";"";0;1;"";4
116715;12;107;0;0;"";"";0;0;"";0
116716;10;15;0;566;"26-35";"Married";0;4;"2";5
116717;11;971;0;0;"";"";0;0;"";0
116719;11;506;0;1359;"46-55";"Married";0;2;"";4
116721;26;752;0;1347;"36-45";"";0;1;"";4
116723;13;942;0;268;"70+";"Married";0;2;"";2
116725;8;96;0;0;"";"";0;0;"";0
116726;13;147;0;0;"";"";0;0;"";0
116729;13;608;0;1566;"26-35";"";0;2;"";9
116731;30;1001;0;0;"";"";0;0;"";0
116732;13;644;0;0;"";"";0;0;"";0
116733;8;622;0;0;"";"";0;0;"";0
116734;10;279;0;1231;"26-35";"Married";0;3;"1";5
116735;13;756;0;612;"18-25";"";0;1;"";1
116736;8;627;0;0;"";"";0;0;"";0
116737;13;603;0;167;"46-55";"";0;2;"";4
116738;29;418;0;386;"36-45";"Married";0;4;"2";7
116739;13;766;0;353;"36-45";"Single";0;2;"";6
116742;26;492;0;178;"36-45";"Single";0;1;"";5
116743;13;942;0;0;"";"";0;0;"";0
116746;30;332;0;0;"";"";0;0;"";0
116748;13;942;0;0;"";"";0;0;"";0
116751;9;691;0;369;"56-70";"Married";0;2;"";4
116752;3;308;0;0;"";"";0;0;"";0
116753;8;91;0;575;"56-70";"Married";0;2;"";1
116754;13;773;0;499;"36-45";"Married";1;2;"";5
116755;8;656;0;1408;"26-35";"Single";0;1;"";9
116758;5;663;0;737;"36-45";"Single";0;4;"3+";4
116759;8;58;0;0;"";"";0;0;"";0
116760;13;137;0;0;"";"";0;0;"";0
116762;8;757;0;0;"";"";0;0;"";0
116763;27;1089;0;195;"26-35";"";0;2;"";5
116766;13;122;0;178;"36-45";"Single";0;1;"";5
116769;11;571;0;150;"36-45";"";0;2;"";4
116770;13;159;0;527;"36-45";"Married";0;3;"1";5
116771;8;51;0;549;"46-55";"";0;1;"";2
116772;8;433;0;0;"";"";0;0;"";0
116773;13;480;0;377;"18-25";"Married";1;3;"1";4
116775;30;333;0;0;"";"";0;0;"";0
116779;26;330;0;141;"56-70";"Married";0;2;"";9
116780;7;687;0;0;"";"";0;0;"";0
116781;8;1033;0;0;"";"";0;0;"";0
116784;13;268;0;1545;"36-45";"";0;2;"";8
116785;13;510;0;0;"";"";0;0;"";0
116788;26;870;0;0;"";"";0;0;"";0
116789;9;468;0;0;"";"";0;0;"";0
116790;8;74;0;781;"46-55";"";0;1;"";7
116791;28;492;0;0;"";"";0;0;"";0
116792;8;83;0;41;"46-55";"Single";0;2;"";4
116794;8;481;0;544;"56-70";"Single";0;1;"";4
116795;9;468;0;250;"36-45";"";0;1;"";9
116798;8;247;0;549;"46-55";"";0;1;"";2
116800;8;465;0;0;"";"";0;0;"";0
116801;8;559;0;0;"";"";0;0;"";0
116802;8;928;0;1458;"46-55";"Married";0;3;"1";6
116803;13;127;0;1319;"46-55";"Single";0;1;"";7
116804;5;431;0;557;"26-35";"";0;3;"2";4
116805;8;700;0;0;"";"";0;0;"";0
116806;13;284;0;891;"36-45";"Married";0;2;"";5
116808;5;689;0;0;"";"";0;0;"";0
116812;30;921;0;1544;"46-55";"";0;1;"";4
116813;8;610;0;0;"";"";0;0;"";0
116814;8;59;0;0;"";"";0;0;"";0
116816;30;449;0;0;"";"";0;0;"";0
116817;13;144;0;0;"";"";0;0;"";0
116818;29;3;0;784;"46-55";"Single";0;2;"";4
116819;29;613;0;586;"46-55";"";0;1;"";4
116822;8;604;0;58;"26-35";"";0;1;"";4
116823;13;1114;0;1023;"18-25";"Single";1;4;"3+";1
116826;28;494;0;590;"36-45";"";0;2;"";1
116827;30;712;0;0;"";"";0;0;"";0
116832;13;133;0;1284;"36-45";"Single";1;2;"";4
116833;30;865;0;0;"";"";0;0;"";0
116835;9;520;0;686;"26-35";"";0;2;"";4
116836;13;763;0;0;"";"";0;0;"";0
116837;8;656;0;687;"36-45";"";0;2;"";5
116838;13;122;0;0;"";"";0;0;"";0
116839;8;89;0;12;"46-55";"Married";0;2;"";7
116841;8;465;0;751;"26-35";"Single";0;1;"";5
116842;8;481;0;0;"";"";0;0;"";0
116843;13;1027;0;0;"";"";0;0;"";0
116845;13;164;0;536;"46-55";"Married";0;2;"";11
116846;13;171;0;441;"70+";"Single";0;1;"";2
116848;13;136;0;0;"";"";0;0;"";0
116849;11;759;0;1259;"46-55";"Married";0;3;"1";5
116850;13;865;0;910;"46-55";"Married";0;3;"1";3
116854;8;583;0;0;"";"";0;0;"";0
116855;13;786;0;0;"";"";0;0;"";0
116857;13;960;0;461;"56-70";"";0;3;"1";2
116859;29;613;0;136;"56-70";"Single";0;2;"";1
116861;30;320;0;0;"";"";0;0;"";0
116862;9;578;0;1339;"56-70";"Single";0;2;"";4
116863;13;850;0;0;"";"";0;0;"";0
116864;8;922;0;1195;"56-70";"Married";0;2;"";5
116867;8;509;0;0;"";"";0;0;"";0
116868;13;610;0;0;"";"";0;0;"";0
116869;13;165;0;0;"";"";0;0;"";0
116870;13;885;0;421;"56-70";"Married";0;2;"";5
116871;13;244;0;243;"56-70";"Married";0;2;"";5
116872;2;673;0;0;"";"";0;0;"";0
116873;13;262;0;967;"36-45";"";0;1;"";5
116875;29;458;0;525;"36-45";"Married";0;3;"1";9
116877;13;244;0;0;"";"";0;0;"";0
116878;13;850;0;0;"";"";0;0;"";0
116879;29;458;0;865;"26-35";"";0;1;"";7
116880;3;722;0;1534;"36-45";"Married";0;3;"1";5
116881;8;645;0;386;"36-45";"Married";0;4;"2";7
116882;13;773;1;0;"";"";0;0;"";0
116883;30;1003;0;0;"";"";0;0;"";0
116885;9;989;0;1520;"26-35";"Married";0;3;"1";8
116887;29;750;0;0;"";"";0;0;"";0
116889;13;386;0;0;"";"";0;0;"";0
116891;26;979;0;0;"";"";0;0;"";0
116894;26;985;0;0;"";"";0;0;"";0
116895;8;87;0;333;"46-55";"Married";0;2;"";6
116897;26;776;0;1309;"26-35";"Married";0;3;"1";7
116901;7;641;0;1252;"26-35";"Single";0;3;"2";3
116903;27;400;0;0;"";"";0;0;"";0
116904;8;64;0;0;"";"";0;0;"";0
116905;8;879;0;750;"18-25";"Married";0;2;"";2
116907;30;614;0;0;"";"";0;0;"";0
116913;13;771;0;520;"36-45";"Married";0;2;"";6
116916;8;942;0;1343;"26-35";"";0;2;"1";4
116917;13;960;0;271;"36-45";"";0;3;"1";4
116921;30;531;0;0;"";"";0;0;"";0
116922;8;447;0;0;"";"";0;0;"";0
116923;8;68;0;994;"46-55";"Single";0;1;"";9
116924;8;1086;0;575;"56-70";"Married";0;2;"";1
116925;8;902;0;565;"26-35";"";0;3;"1";9
116926;30;336;0;0;"";"";0;0;"";0
116927;26;564;0;0;"";"";0;0;"";0
116928;26;1043;0;0;"";"";0;0;"";0
116931;4;651;0;0;"";"";0;0;"";0
116932;30;382;0;0;"";"";0;0;"";0
116933;8;89;0;0;"";"";0;0;"";0
116934;9;18;0;0;"";"";0;0;"";0
116935;9;788;0;0;"";"";0;0;"";0
116937;13;1070;0;1386;"18-25";"";0;3;"1";5
116941;8;622;0;0;"";"";0;0;"";0
116943;30;500;0;0;"";"";0;0;"";0
116945;8;711;0;0;"";"";0;0;"";0
116946;10;732;0;0;"";"";0;0;"";0
116948;13;865;0;0;"";"";0;0;"";0
116949;8;804;0;0;"";"";0;0;"";0
116951;12;470;0;1360;"46-55";"Married";0;2;"";5
116952;13;273;0;0;"";"";0;0;"";0
116953;13;979;0;795;"46-55";"";0;2;"1";5
116956;13;780;0;0;"";"";0;0;"";0
116958;13;1032;0;0;"";"";0;0;"";0
116960;8;73;0;161;"46-55";"";0;1;"";1
116961;13;681;0;0;"";"";0;0;"";0
116962;4;803;0;185;"46-55";"Single";0;1;"";7
116963;13;146;0;581;"46-55";"";0;1;"";2
116966;5;431;0;1491;"26-35";"";0;2;"";4
116968;8;288;0;549;"46-55";"";0;1;"";2
116969;8;94;0;0;"";"";0;0;"";0
116970;10;1043;0;6;"46-55";"Married";0;2;"";5
116971;26;519;0;0;"";"";0;0;"";0
116972;8;865;0;775;"18-25";"Married";0;3;"1";2
116977;8;554;0;0;"";"";0;0;"";0
116979;13;145;0;0;"";"";0;0;"";0
116980;8;52;0;525;"36-45";"Married";0;3;"1";9
116981;8;56;0;1201;"18-25";"";0;1;"";1
116983;13;147;0;1344;"26-35";"Single";0;1;"";5
116985;13;1032;0;0;"";"";0;0;"";0
116986;10;457;0;1231;"26-35";"Married";0;3;"1";5
116988;8;656;0;1070;"56-70";"";0;1;"";6
116990;11;795;0;107;"18-25";"";0;2;"";2
116992;26;710;0;867;"46-55";"";0;2;"";5
116993;29;1035;0;569;"46-55";"";0;1;"";9
116996;8;744;0;123;"46-55";"Married";0;2;"";4
116997;13;881;0;0;"";"";0;0;"";0
116998;9;19;0;0;"";"";0;0;"";0
116999;8;911;0;0;"";"";0;0;"";0
117001;8;672;0;0;"";"";0;0;"";0
117002;26;1093;0;0;"";"";0;0;"";0
117003;8;737;0;0;"";"";0;0;"";0
117004;13;465;0;0;"";"";0;0;"";0
117007;8;89;0;1410;"46-55";"";0;3;"1";10
117008;12;526;0;0;"";"";0;0;"";0
117010;7;392;0;209;"26-35";"";0;1;"";6
117013;26;564;0;0;"";"";0;0;"";0
117014;26;435;0;569;"46-55";"";0;1;"";9
117015;8;481;0;79;"26-35";"";0;2;"";4
117018;8;100;0;1384;"56-70";"Single";0;1;"";3
117019;13;118;0;357;"18-25";"";0;2;"";4
117020;8;581;0;549;"46-55";"";0;1;"";2
117022;8;73;0;1184;"46-55";"";0;3;"1";4
117024;8;59;0;0;"";"";0;0;"";0
117026;13;153;0;1341;"26-35";"Married";0;4;"2";5
117027;26;775;0;0;"";"";0;0;"";0
117029;9;287;0;0;"";"";0;0;"";0
117030;12;108;0;0;"";"";0;0;"";0
117033;13;920;0;1387;"46-55";"";0;1;"";1
117036;8;672;0;0;"";"";0;0;"";0
117037;26;917;0;687;"36-45";"";0;2;"";5
117039;13;1056;0;0;"";"";0;0;"";0
117042;8;103;0;0;"";"";0;0;"";0
117043;26;729;0;687;"36-45";"";0;2;"";5
117044;30;354;0;1469;"46-55";"";0;2;"";12
117045;29;619;0;962;"26-35";"Married";1;3;"1";6
117046;26;582;0;0;"";"";0;0;"";0
117047;12;1075;0;1182;"26-35";"Married";0;3;"1";3
117048;30;773;0;0;"";"";0;0;"";0
117050;4;860;0;0;"";"";0;0;"";0
117051;29;674;0;0;"";"";0;0;"";0
117053;9;287;0;0;"";"";0;0;"";0
117054;8;920;0;0;"";"";0;0;"";0
117056;11;1012;0;745;"36-45";"";0;1;"";1
117057;13;892;0;724;"26-35";"";0;3;"1";6
117058;8;296;0;668;"26-35";"Married";0;2;"";1
117059;8;6;0;0;"";"";0;0;"";0
117060;30;948;0;1259;"46-55";"Married";0;3;"1";5
117061;26;377;0;58;"26-35";"";0;1;"";4
117062;5;279;0;7;"26-35";"";0;3;"1";3
117063;29;416;0;0;"";"";0;0;"";0
117065;7;1102;0;1085;"46-55";"";0;1;"";4
117066;13;160;0;918;"26-35";"Married";1;2;"";5
117067;5;1105;0;1384;"56-70";"Single";0;1;"";3
117068;11;506;0;0;"";"";0;0;"";0
117069;8;52;0;333;"46-55";"Married";0;2;"";6
117070;13;685;0;0;"";"";0;0;"";0
117075;8;782;0;0;"";"";0;0;"";0
117078;13;723;0;861;"70+";"";0;2;"";3
117080;8;77;0;0;"";"";0;0;"";0
117081;13;167;0;0;"";"";0;0;"";0
117084;8;1015;0;0;"";"";0;0;"";0
117085;29;443;0;0;"";"";0;0;"";0
117086;1;847;0;1387;"46-55";"";0;1;"";1
117088;8;49;0;1467;"36-45";"Married";0;2;"";5
117089;8;14;0;0;"";"";0;0;"";0
117092;8;782;0;0;"";"";0;0;"";0
117095;26;1048;0;0;"";"";0;0;"";0
117096;13;694;0;128;"36-45";"Married";0;3;"1";1
117097;8;661;0;384;"36-45";"Single";0;1;"";3
117098;30;965;0;0;"";"";0;0;"";0
117100;13;942;0;0;"";"";0;0;"";0
117101;4;591;0;1196;"36-45";"Married";0;2;"";4
117102;11;910;0;230;"36-45";"";0;2;"";5
117103;13;771;0;917;"36-45";"";0;2;"";3
117104;13;625;0;0;"";"";0;0;"";0
117106;8;269;0;0;"";"";0;0;"";0
117109;8;63;0;1104;"70+";"Married";0;2;"";6
117110;26;583;0;113;"56-70";"Married";0;2;"";4
117112;29;1081;0;0;"";"";0;0;"";0
117117;8;725;0;1360;"46-55";"Married";0;2;"";5
117118;8;782;0;905;"36-45";"Married";0;2;"";1
117120;26;1019;0;606;"18-25";"";0;1;"";1
117121;10;106;0;1064;"36-45";"Married";0;2;"";9
117122;13;681;0;382;"46-55";"Married";0;3;"1";2
117123;13;844;0;0;"";"";0;0;"";0
117127;13;164;0;0;"";"";0;0;"";0
117128;8;481;0;0;"";"";0;0;"";0
117129;13;1045;0;677;"36-45";"";0;1;"";5
117133;29;975;0;0;"";"";0;0;"";0
117134;13;987;0;0;"";"";0;0;"";0
117135;13;161;0;817;"56-70";"Married";0;2;"";4
117136;26;1;0;375;"36-45";"Single";0;1;"";2
117137;26;695;0;0;"";"";0;0;"";0
117138;8;654;0;0;"";"";0;0;"";0
117139;8;915;0;0;"";"";0;0;"";0
117140;8;6;0;1184;"46-55";"";0;3;"1";4
117141;13;685;0;0;"";"";0;0;"";0
117142;11;506;0;839;"46-55";"";0;1;"";1
117145;8;79;0;551;"46-55";"";0;1;"";6
117149;26;745;0;0;"";"";0;0;"";0
117150;26;1115;0;0;"";"";0;0;"";0
117151;13;146;0;400;"46-55";"";0;1;"";5
117152;30;994;0;103;"46-55";"";0;2;"";4
117153;8;812;0;490;"36-45";"";0;1;"";5
117154;29;800;0;113;"56-70";"Married";0;2;"";4
117155;26;357;0;0;"";"";0;0;"";0
117156;13;681;0;0;"";"";0;0;"";0
117160;28;750;0;1387;"46-55";"";0;1;"";1
117161;30;363;0;0;"";"";0;0;"";0
117162;8;812;0;792;"36-45";"Married";0;2;"";4
117163;8;65;0;1154;"46-55";"Married";0;3;"1";6
117165;11;658;0;1058;"46-55";"Married";0;3;"1";5
117166;8;73;0;0;"";"";0;0;"";0
117167;11;1012;0;0;"";"";0;0;"";0
117169;8;661;0;0;"";"";0;0;"";0
117170;13;167;0;15;"46-55";"Married";0;2;"";6
117171;26;908;0;303;"46-55";"";0;1;"";6
117172;29;3;0;590;"36-45";"";0;2;"";1
117173;8;1033;0;1581;"26-35";"";0;3;"1";1
117175;9;896;0;755;"36-45";"Married";0;2;"";5
117177;8;879;0;0;"";"";0;0;"";0
117178;30;678;0;0;"";"";0;0;"";0
117180;12;572;0;1360;"46-55";"Married";0;2;"";5
117182;13;165;0;0;"";"";0;0;"";0
117187;29;418;0;1;"70+";"Married";0;2;"";4
117188;12;466;0;0;"";"";0;0;"";0
117190;13;136;0;1384;"56-70";"Single";0;1;"";3
117191;30;380;0;0;"";"";0;0;"";0
117192;13;771;0;0;"";"";0;0;"";0
117193;11;669;0;0;"";"";0;0;"";0
117194;12;466;0;655;"46-55";"Married";0;2;"";3
117195;30;277;0;178;"36-45";"Single";0;1;"";5
117196;29;696;0;363;"36-45";"Married";0;3;"1";12
117198;30;510;0;131;"46-55";"";0;2;"";5
117202;13;719;0;0;"";"";0;0;"";0
117203;8;7;0;0;"";"";0;0;"";0
117205;13;960;0;613;"46-55";"";0;2;"";5
117208;13;454;0;663;"56-70";"";0;1;"";1
117209;10;106;0;0;"";"";0;0;"";0
117210;11;669;0;0;"";"";0;0;"";0
117212;8;725;0;75;"26-35";"";0;1;"";4
117213;13;1021;0;0;"";"";0;0;"";0
117214;13;249;0;0;"";"";0;0;"";0
117215;12;108;0;0;"";"";0;0;"";0
117220;8;77;0;135;"36-45";"";0;1;"";1
117221;8;48;0;0;"";"";0;0;"";0
